id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
6645,4,934,,"ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF Spain F3, Men Doubles","ITF İspanya F3, Çift Erkekler","ITF Tây Ban Nha F3, Đôi Nam","ITF Spain F3, Men Doubles"
6693,4,934,,"ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Russia F2, Men Singles","ITF Rusya F2, Erkekler Tekler","ITF Nga F2, Đơn Nam","ITF Russia F2, Men Singles"
6700,4,924,,"ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakhstan 02A, Women Singles","ITF Kazakistan 02A, Tek Kadınlar","ITF Kazakhstan 02A, Đơn Nữ","ITF Kazakhstan 02A, Women Singles"
6694,4,934,,"ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF France F2, Men Singles","ITF Fransa F2, Erkekler Tekler","ITF Pháp F2, Đơn Nam","ITF France F2, Men Singles"
6716,4,934,,"ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Egypt F6, Men Singles","ITF Mısır F6, Tek Erkekler","ITF Ai Cập F6, Đơn Nam","ITF Egypt F6, Men Singles"
6711,4,934,,"ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakhstan F2, Men Singles","ITF Kazakistan F2, Tek Erkekler","ITF Kazakhstan F2, Đơn Nam","ITF Kazakhstan F2, Men Singles"
6715,4,924,,"ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Egypt 06A, Women Singles","ITF Mısır 06A, Kadınlar Tekler","ITF Ai Cập 06A, Đơn Nữ","ITF Egypt 06A, Women Singles"
6706,4,924,,"ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF South Africa 01A, Women Singles","ITF Güney Afrika 01A, Kadınlar Tekler","ITF Nam Phi 01A, Đơn Nữ","ITF South Africa 01A, Women Singles"
6717,4,924,,"ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunisia 06A, Women Singles","ITF Tunus 06A, Tek Kadınlar","ITF Tunisia 06A, Đơn Nữ","ITF Tunisia 06A, Women Singles"
6714,4,934,,"ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Turkey F6, Men Singles","ITF Türkiye F6, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F6, Đơn Nam","ITF Turkey F6, Men Singles"
6720,4,934,,"ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunisia F6, Men Singles","ITF Tunus F6, Tek Erkekler","ITF Tunisia F6, Đơn Nam","ITF Tunisia F6, Men Singles"
6718,4,924,,"ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF Spain 04A, Women Singles","ITF İspanya 04A, Kadınlar Tekler","ITF Tây Ban Nha 04A, Đơn Nữ","ITF Spain 04A, Women Singles"
6719,4,924,,"ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Turkey 06A, Women Singles","ITF Türkiye 06A, Tek Kadınlar","ITF Thổ Nhĩ Kỳ 06A, Đơn Nữ","ITF Turkey 06A, Women Singles"
6729,4,924,,"ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakhstan 02A, Women Doubles","ITF Kazakistan 02A, Çift Kadınlar","ITF Kazakhstan 02A, Đôi Nữ","ITF Kazakhstan 02A, Women Doubles"
6732,4,934,,"ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Russia F2, Men Doubles","ITF Rusya F2, Çift Erkekler","ITF Nga F2, Đôi Nam","ITF Russia F2, Men Doubles"
6731,4,934,,"ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakhstan F2, Men Doubles","ITF Kazakistan F2, Çift Erkekler","ITF Kazakhstan F2, Đôi Nam","ITF Kazakhstan F2, Men Doubles"
6734,4,924,,"ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Turkey 06A, Women Doubles","ITF Türkiye 06A, Kadınlar Çiftler","ITF Thổ Nhĩ Kỳ 06A, Đôi Nữ","ITF Turkey 06A, Women Doubles"
6733,4,924,,"ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Egypt 06A, Women Doubles","ITF Mısır 06A, Kadınlar Çiftler","ITF Ai Cập 06A, Đôi Nữ","ITF Egypt 06A, Women Doubles"
6737,4,934,,"ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Egypt F6, Men Doubles","ITF Mısır F6, Çift Erkekler","ITF Ai Cập F6, Đôi Nam","ITF Egypt F6, Men Doubles"
6739,4,924,,"ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF France 02A, Women Doubles","ITF Fransa 02A, Kadınlar Çiftler","ITF Pháp 02A, Đôi Nữ","ITF France 02A, Women Doubles"
6735,4,934,,"ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Turkey F6, Men Doubles","ITF Türkiye F6, Çift Erkekler","ITF Thổ Nhĩ Kỳ F6, Đôi Nam","ITF Turkey F6, Men Doubles"
6738,4,934,,"ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF France F2, Men Doubles","ITF Fransa F2, Çift Erkekler","ITF Pháp F2, Đôi Nam","ITF France F2, Men Doubles"
6740,4,934,,"ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunisia F6, Men Doubles","ITF Tunus F6, Çift Erkekler","ITF Tunisia F6, Đôi Nam","ITF Tunisia F6, Men Doubles"
6741,4,924,,"ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunisia 06A, Women Doubles","ITF Tunus 06A, Kadınlar Çiftler","ITF Tunisia 06A, Đôi Nữ","ITF Tunisia 06A, Women Doubles"
6744,4,924,,"ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF South Africa 01A, Women Doubles","ITF Güney Afrika 01A, Kadınlar Çiftler","ITF Nam Phi 01A, Đôi Nữ","ITF South Africa 01A, Women Doubles"
6743,4,924,,"ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF Spain 04A, Women Doubles","ITF İspanya 04A, Kadınlar Çiftler","ITF Tây Ban Nha 04A, Đôi Nữ","ITF Spain 04A, Women Doubles"
6813,4,924,,"ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF South Africa 02a, Women Singles","ITF Güney Afrika 02A, Kadınlar Tekler","ITF Nam Phi 02A, Đơn Nữ","ITF South Africa 02a, Women Singles"
6814,4,924,,"ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Germany 02a, Women Singles","ITF Almanya 02A, Kadınlar Tekler","ITF Đức 02A, Đơn Nữ","ITF Germany 02a, Women Singles"
6820,4,934,,"ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunisia F7, Men Singles","ITF Tunus F7, Tek Erkekler","ITF Tunisia F7, Đơn Nam","ITF Tunisia F7, Men Singles"
6817,4,934,,"ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Turkey F7, Men Singles","ITF Türkiye F7, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F7, Đơn Nam","ITF Turkey F7, Men Singles"
6816,4,924,,"ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Turkey 07a, Women Singles","ITF Türkiye 07A, Tek Kadınlar","ITF Thổ Nhĩ Kỳ 07A, Đơn Nữ","ITF Turkey 07a, Women Singles"
6821,4,924,,"ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunisia 07a, Women Singles","ITF Tunus 07A, Tek Kadınlar","ITF Tunisia 07A, Đơn Nữ","ITF Tunisia 07a, Women Singles"
6833,4,924,,"ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF Usa 02a, Women Singles","ITF ABD 02A, Kadınlar Tekler","ITF Mỹ 02A, Đơn Nữ","ITF Usa 02a, Women Singles"
6819,4,924,,"ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Egypt 07a, Women Singles","ITF Mısır 07A, Kadınlar Tekler","ITF Ai Cập 07A, Đơn Nữ","ITF Egypt 07a, Women Singles"
6818,4,934,,"ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Egypt F7, Men Singles","ITF Mısır F7, Tek Erkekler","ITF Ai Cập F7, Đơn Nam","ITF Egypt F7, Men Singles"
6836,4,924,,"ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF South Africa 02a, Women Doubles","ITF Güney Afrika 02A, Kadınlar Çiftler","ITF Nam Phi 02A, Đôi Nữ","ITF South Africa 02a, Women Doubles"
6835,4,924,"ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Egypt 07A, Women Doubles","ITF Mısır 07A, Kadınlar Çiftler","ITF Ai Cập 07A, Đôi Nữ","ITF Egypt 07A, Women Doubles"
6834,4,934,,"ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF Usa F1, Men Singles","ITF ABD F1, Tek Erkekler","ITF Mỹ F1, Đơn Nam","ITF Usa F1, Men Singles"
6839,4,924,,"ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunisia 07a, Women Doubles","ITF Tunus 07A, Kadınlar Çiftler","ITF Tunisia 07A, Đôi Nữ","ITF Tunisia 07a, Women Doubles"
6838,4,934,,"ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunisia F7, Men Doubles","ITF Tunus F7, Çift Erkekler","ITF Tunisia F7, Đôi Nam","ITF Tunisia F7, Men Doubles"
6837,4,934,"ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Egypt F7, Men Doubles","ITF Mısır F7, Çift Erkekler","ITF Ai Cập F7, Đôi Nam","ITF Egypt F7, Men Doubles"
6840,4,924,,"ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Germany 02a, Women Doubles","ITF Almanya 02A, Çift Kadınlar","ITF Đức 02A, Đôi Nữ","ITF Germany 02a, Women Doubles"
6848,4,924,,"ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF Usa 02a, Women Doubles","ITF ABD 02A, Kadınlar Çiftler","ITF Mỹ 02A, Đôi Nữ","ITF Usa 02a, Women Doubles"
6844,4,934,"ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF USA F1, Men Doubles","ITF ABD F1, Çift Erkekelr","ITF Mỹ F1, Đôi Nam","ITF USA F1, Men Doubles"
6857,4,924,,"ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Turkey 07a, Women Doubles","ITF Türkiye 07A, Çift Kadınlar","ITF Thổ Nhĩ Kỳ 07A, Đôi Nữ","ITF Turkey 07a, Women Doubles"
6858,4,934,,"ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Turkey F7, Men Doubles","ITF Türkiye F7, Erkekler Çiftler","ITF Thổ Nhĩ Kỳ F7, Đôi Nam","ITF Turkey F7, Men Doubles"
6904,4,924,,"ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Russia 01a, Women Singles","ITF Rusya 01A, Kadınlar Tekler","ITF Nga 01A, Đơn Nữ","ITF Russia 01a, Women Singles"
6908,4,924,,"ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Turkey 08a, Women Singles","ITF Türkiye 08A, Tek Kadınlar","ITF Thổ Nhĩ Kỳ 08A, Đơn Nữ","ITF Turkey 08a, Women Singles"
6909,4,934,"ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Egypt F8, Men Singles","ITF Mısır F8, Tek Erkekler","ITF Ai Cập F8, Đơn Nam","ITF Egypt F8, Men Singles"
6912,4,924,,"ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunisia 08a, Women Singles","ITF Tunus 08A, Tek Kadınlar","ITF Tunisia 08A, Đơn Nữ","ITF Tunisia 08a, Women Singles"
6906,4,924,,"ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF France 07a, Women Singles","ITF Fransa 07A, Kadınlar Tekler","ITF Pháp 07A, Đơn Nữ","ITF France 07a, Women Singles"
6907,4,934,,"ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Turkey F8, Men Singles","ITF Türkiye F8, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F8, Đơn Nam","ITF Turkey F8, Men Singles"
6911,4,934,,"ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunisia F8, Men Singles","ITF Tunus F8, Tek Erkekler","ITF Tunisia F8, Đơn Nam","ITF Tunisia F8, Men Singles"
6910,4,924,,"ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Egypt 08a, Women Singles","ITF Mısır 08A, Kadınlar Tekler","ITF Ai Cập 08A, Đơn Nữ","ITF Egypt 08a, Women Singles"
6914,4,934,,"ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portugal F1, Men Singles","ITF Portekiz F1, Tek Erkekler","ITF Bồ Đào Nha F1, Đơn Nam","ITF Portugal F1, Men Singles"
