id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
107458,4,921,,,,,,,,,,,,,
5240,4,923,,"ATP Köln, Deutschland Männer Doppel","ATP Cologne, Germany Men Doubles","ATP Colonia, Alemania Dobles Masc.","Cologne, Allemagne Double Messieurs","ATP ケルン, ドイツ 男子ダブル","ATP 쾰른, 독일 남자 복식","ATP Colónia, Alemanha Pares Masculinos","ATP Кельн, Германия Мужчины Пары","ATP โคโลญจน์, เยอรมนี เมน ดับเบิ้ล","ATP Köln, Almanya Çift Erkekler","ATP Cologne, Germany Men Doubles","ATP科隆, 德国, 双打"
9734,4,928,"ATP Challenger Amersfoort, Netherlands Men Singles","ATP Challenger Amersfoort Einzel Männer, NED","ATP Challenger Amersfoort, Netherlands Men Singles","ATP Challenger Amersfoort, P. Bajos Indiv. Masc.","Amersfoort, Pays-Bas, Simple Messieurs",ATP チャレンジャー アメルスフォールト、オランダ男子シングルス,"ATP Challenger Amersfoort, Netherlands Men Singles","ATP Challenger Amersfoort, Holanda, SM","ATP Challenger Amersfoort, Netherlands Men Singles","ATP Challenger Amersfoort, Netherlands Men Singles","ATP Challenger Amersfoort, Hollanda Tek Erkekler","Amersfoort, Hà Lan Đơn Nam",ATP挑战赛阿姆斯福特，荷兰，单打
8974,4,931,"WTA 125K Bol, Croatia Women Doubles","WTA 125K Bol Doppel Frauen, Kroatien","WTA 125k Bol, Croatia Women Double","WTA 125K Bol, Croacia Dobles Fem.","Bol, Croatie, Double Dames",WTA 125K ボル、クロアチア 女子ダブルス,"WTA 125k Bol, Croatia Women Double","WTA 125K Bol, Croácia Pares Femininos","WTA 125k Bol, Croatia Women Double","WTA 125k Bol, Croatia Women Double","WTA 125K Bol, Hırvatistan Kadınlar Çiftler","WTA 125K Bol, Croatia Đôi Nữ",WTA 125K 波尔站，克罗地亚，女双
123197,4,931,,,,,,,,,,,,,
8029,4,923,"رابطة محترفي التنس إشتوريل, البرتغال زوجي رجال","ATP Estoril Männer Doppel, Portugal","ATP Estoril, Portugal Men Double","ATP Estoril, Portugal Dobles Masc.","Estoril, Portugal, Double Messieurs",ATP エストリル、ポルトガル男子ダブルス,"ATP 에스토릴, 포르투갈 남자 복식","ATP Estoril, Portugal Pares Masculinos","ATP Эшторил, Португалия Мужчины Пары","ATP เอสโตริล, โปรตุเกส ชาย คู่","ATP Estoril, Portekiz Erkekler Çiftler","ATP Estoril, Bồ Đào Nha Đôi Nam",ATP艾什托里尔站，葡萄牙，男双
6841,4,928,"ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles","ATP Challenger Potchefstroom 2, South Africa Men Doubles"
125679,4,978,,,,,,,,,,,,,
36769,4,931,,,,,,,,,,,,,
42269,4,928,,,,,,,,,,,,,
14221,4,928,"ATP Challenger Las Vegas , USA Men Singles","ATP Challenger Las Vegas Einzel Männer, USA","ATP Challenger Las Vegas, Usa Men Singles","ATP Challenger Las Vegas, EEUU Indiv. Masc.","Las Vegas , USA, Simple Messieurs",ATP チャレンジャーラスベガス、アメリカ男子シングルス,"ATP Challenger Las Vegas , USA Men Singles","ATP Challenger Las Vegas, EUA SM","АТП Челленджер Лас-Вегас, США Мужчины Одиночки","ATP Challenger Las Vegas , USA Men Singles","ATP Challenger Las Vegas , ABD Erkekler Tekler","ATP Challenger Las Vegas , Mỹ Đơn Nam",ATP挑战赛拉斯维加斯，美国，单打
7262,4,928,"ATP Challenger Cleveland, USA Men Singles","ATP Challenger Cleveland Einzel Männer, USA","ATP Challenger Cleveland, Usa Men Singles","ATP Challenger Cleveland, EEUU Indiv. Masc.","Cleveland, USA, Simple Messieurs",ATP チャレンジャークリーブランド、アメリカ男子シングルス,"ATP Challenger Cleveland, Usa Men Singles","ATP Challener Cleveland, EUA SM","ATP Challenger Cleveland, Usa Men Singles","ATP Challenger Cleveland, Usa Men Singles","ATP Challenger Cleveland, ABD Erkekler Tekler","ATP Challenger Cleveland, Mỹ Đơn Nam",ATP挑战赛克利夫兰，美国，单打
27513,4,928,"ATP Challenger Shymkent, Kazakhstan Men Doubles","ATP Challenger Schymkent Doppel Männer, KAZ","ATP Challenger Shymkent, Kazakhstan Men Double","ATP Challenger Shymkent, Kazajistán Dobles Masc.","Chimkent, Kazakhstan, Double Messieurs",ATP チャレンジャーシムケント、カザフスタン男子ダブル,"ATP Challenger Shymkent, Kazakhstan Men Doubles","ATP Challenger Shymkent, Cazaquistão PM","ATP Challenger Shymkent, Kazakhstan Men Doubles","ATP Challenger Shymkent, Kazakhstan Men Doubles","ATP Challenger Şimkent, Kazakistan Erk. Çiftler","ATP Challenger Shymkent, Kazakhstan Đôi Nam",ATP挑战赛齐姆肯特，哈萨克斯坦，双打
72160,4,921,,,,,,,,,,,,,
22897,4,928,"سلسلة التحدي مونتيري, المكسيك فردي رجال ATP","ATP Challenger Monterrey Einzel Männer, Mexiko","ATP Challenger Monterrey, Mexico Men Singles","ATP Challenger Monterrey, México Indiv. Masc.","Monterrey, Mexique, Simple Messieurs",ATP チャレンジャーモンテレー、メキシコ男子シングルス,"ATP 챌린저 몬테레이, 멕시코 남자 단식","ATP Challenger Monterrey, México SM","АТП Челленджер Монтеррей, Мексика Мужчины Одиночки","ATP Challenger Monterrey, Mexico Men Singles","ATP Challenger Monterrey, Meksika Erkekler Tekler","ATP Challenger Monterrey, Mexico Đơn Nam",ATP挑战赛蒙特雷，墨西哥 男单
36065,4,928,,,,,,,,,,,,,
12192,4,928,"ATP Challenger Rennes, France Men Singles","ATP Challenger Rennes Einzel Männer, Frankreich","ATP Challenger Rennes, France Men Singles","ATP Challenger Rennes, Francia Indiv. Masc.","Rennes, France, Simple Messieurs",ATP チャレンジャーレンヌ、フランス男子シングルス,"ATP Challenger Rennes, France Men Singles","ATP Challenger Rennes, França SM","ATP Challenger Rennes, France Men Singles","ATP Challenger Rennes, France Men Singles","ATP Challenger Rennes, Fransa Erkekler Tekler","ATP Challenger Rennes, Pháp Đơn Nam",ATP挑战赛雷恩，法国，单打
12853,4,936,"WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles","WTA Nur Sultan, Kazakhstan Women Singles"
30000,4,62,,,,,,,,,,,,,
95614,4,978,,,,,,,,,,,,,
5376,4,923,,"ATP Antwerpen Männer Doppel, Belgien","ATP Antwerp, Belgium Men Doubles","ATP Amberes, Bélgica Dobles Masculino","Anvers, Belgique, Double Messieurs",ATP アントワープ、ベルギー男子ダブル,"ATP 앤트워프, 벨기에 남자 복식","ATP Antuérpia, Bélgica, Pares Masculinos","ATP Антверпен, Бельгия Мужчины Парный разряд","ATP แอนต์เวิร์ป, เบลเยียม เมน ดับเบิ้ล","ATP Antwerp, Belçika Erkekler Çiftler","ATP Antwerp, Bỉ Đôi Nam",ATP安特卫普站，比利时，男双
42026,4,921,,,,,,,,,,,,,
7921,4,928,"سلسلة التحدي روما, إيطاليا فردي رجال ATP","ATP Challenger Rom Einzel Männer, Italien","ATP Challenger Rome, Italy Men Singles","ATP Challenger Roma, Italia Indiv. Masc.","Rome, Italie, Simple Messieurs",ATP チャレンジャーローマ、イタリア男子シングルス,"ATP Challenger Rome, Italy Men Singles","ATP Challenger Roma, Itália SM","ATP Challenger Рим, Италия Мужчины Одиночный","ATP ชาเลนเจอร์ โรม, อิตาลี ชาย เดี่ยว","ATP Challenger Roma, İtalya Erkekler Tekler","ATP Challenger Rome, Ý Đơn Nam",ATP挑战赛罗马，意大利，男单
132533,4,978,,,,,,,,,,,,,
5378,4,923,,"ATP Köln II, Deutschland Männer Doppel","ATP Cologne II, Germany Men Doubles","ATP Colonia II, Alemania Dobles Masc.","Cologne II, Allemagne Double Messieurs","ATP ケルン II, ドイツ 男子ダブル","ATP 쾰른 II, 독일 남자 복식","ATP Colónia II, Alemanha Pares Masculinos","ATP Кельн II, Германия Мужчины Пары","ATP โคโลญจน์ II, เยอรมนี เมน ดับเบิ้ล","ATP Köln II, Almanya Çift Erkekler","ATP Cologne II, Germany Men Doubles","ATP科隆二世, 德国, 双打"
6786,4,936,,"WTA Melbourne 4, Australien Frauen Einzel","WTA Melbourne 4, Australia Women Singles","WTA Melbourne 4, Australia Individual Femenino","Melbourne 4, Australie Simple Dames","WTA メルボルン 4, オーストラリア 女子シングルス","WTA 멜버른 4, 호주 여자 단식","WTA Melbourne 4, Austrália Singulares Femininos","WTA Мельбурн 4, Австралия Женщины Одиночки","WTA เมลเบิร์น 4, ออสเตรเลีย วูเมน ซิงเกิ้ล","WTA Melbourne 4, Avustralya Kadınlar Tekler","WTA Melbourne 4, Australia Women Singles","WTA墨尔本三世, 澳大利亚, 单打"
65571,4,928,,,,,,,,,,,,,
65609,4,928,,,,,,,,,,,,,
16355,4,928,"ATP Challenger Sao Paulo, Brazil Men Doubles","ATP Challenger Sao Paulo Männer Doppel, Brasilien","ATP Challenger Sao Paulo, Brazil Men Doubles","ATP Challenger Sao Paulo, Brasil Dobles Masc.","Sao Paulo, Brésil, Double Messieurs",ATP チャレンジャーサンパウロ、ブラジル男子ダブル,"ATP Challenger Sao Paulo, Brazil Men Doubles","ATP Challenger São Paulo, Brasil PM","ATP Challenger Sao Paulo, Brazil Men Doubles","ATP Challenger Sao Paulo, Brazil Men Doubles","ATP Challenger Sao Paulo, Brezilya Erk. Çiftler","ATP Challenger Sao Paulo, Brazil Đôi Nam","ATP Challenger Sao Paulo, Brazil Men Doubles"
78557,4,921,,,,,,,,,,,,,
105274,4,921,,,,,,,,,,,,,
39844,4,931,,,,,,,,,,,,,
132067,4,921,,,,,,,,,,,,,
34406,4,931,"Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women","Islamic Solidarity Games, Women"
9027,4,936,"WTA Birmingham, Great Britain Women Singles","WTA Birmingham Frauen Einzel, Großbritannien","WTA Birmingham, Great Britain Women Singles","WTA Birmingham, Gran Bretaña Indiv. Fem.","Birmingham, Grande-Bretagne, Simple Dames",WTA バーミンガム、イギリス 女子シングルス,"WTA 버밍엄, 영국 여자 단식","WTA Birmingham, Grã-Bretanha Singulares Femininos","WTA Бирмингем, Великобритания Женщины Одиночки","WTA เบอมิ่งแฮม, สหราชอาณาจักร วูเมน ซิงเกิ้ล","WTA Birmingham, Büyük Britanya Kadınlar Tekler","WTA Birmingham, Anh Đơn Nữ",WTA伯明翰，英国，单打
21459,4,928,"ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles","ATP Challenger Forli 4, Italy Men Doubles"
106940,4,921,,,,,,,,,,,,,
74928,4,978,,,,,,,,,,,,,
8637,4,923,"ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles","ATP Belgrade 2, Serbia Men Doubles"
96052,4,931,,,,,,,,,,,,,
34424,4,928,,,,,,,,,,,,,
17215,4,931,"WTA 125k Limoges, France Women Doubles","WTA 125K Limoges Doppel Frauen, Frankreich","WTA 125k Limoges, France Women Doubles","WTA 125K Limoges, Francia Dobles Fem.","Limoges, France, Double Dames",WTA 125K リモージュ、フランス 女子ダブルス,"WTA 125k Limoges, France Women Doubles","WTA 125K Limoges, França Pares Femininos","WTA 125k Limoges, France Women Doubles","WTA 125k Limoges, France Women Doubles","WTA 125K Limoges, Fransa Kadınlar Çiftler","WTA 125K Limoges, Pháp Đôi Nữ",WTA 125K 里莫日站，法国，女双
8516,4,928,"ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles","ATP Challenger Biella 6, Italy Men Doubles"
16347,4,928,"ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles","ATP Challenger Forli 2, Italy Men Doubles"
23471,4,928,"سلسلة التحدي فينيكس, و م أ فردي رجال ATP","ATP Challenger Phoenix Einzel Männer, USA","ATP Challenger Phoenix, USA Men Singles","ATP Challenger Phoenix, EEUU Indiv. Masc.","Phoenix, USA, Simple Messieurs",ATP チャレンジャーフェニックス、アメリカ男子シングルス,"ATP 챌린저 피닉스, USA 남다 단식","ATP Challenger Phoenix, EUA SM","ATP Challenger Финикс, США Мужчины Одиночный","ATP Challenger Phoenix, USA Men Singles","ATP Challenger Phoenix, ABD Erkekler Tekler","ATP Challenger Phoenix, Mỹ Đơn Nam",ATP挑战赛菲尼克斯，美国男单
14203,4,936,"WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, İtalya Tek Kadınlar","WTA Courmayeur, Italy Women Singles","WTA Courmayeur, Italy Women Singles"
9175,4,936,"WTA Eastbourne, Great Britain Women Double","WTA Eastbourne Frauen Doppel, Großbritannien","WTA Eastbourne, Great Britain Women Double","WTA Eastbourne, Gran Bretaña Dobles Fem.","Eastbourne, Grande-Bretagne, Double Dames",WTA イーストボーン、イギリス 女子ダブルス,"WTA 이스트본, 영국 여자 복식","WTA Eastbourne, Grã-Bretanha Pares Femininos","WTA Истбурне, Великобритания Женщины Пары","WTA อีสต์บอร์น﻿, สหราชอาณาจักร วูเมน ดับเบิ้ล","WTA Eastbourne, Büyük Britanya Kadınlar Çiftler","WTA Eastbourne, Anh Đôi Nữ",WTA伊斯特本，英国，双打
35545,4,928,,,,,,,,,,,,,
41047,4,928,,,,,,,,,,,,,
27874,4,928,,,,,,,,,,,,,
10640,4,923,"ATP Cincinnati, USA Men Singles","ATP Cincinnati Einzel Männer, USA","ATP Cincinnati, Usa Men Singles","ATP Cincinnati, EEUU Indiv. Masc.","Cincinnati, USA, Simple Messieurs",ATP シンシナティ、アメリカ男子シングルス,"ATP 신시내티, 미국 남자 단식","ATP Cincinnati, EUASM","ATP Цинциннати, США Мужчины Одиночный",ATP ซินซินนาติ อเมริกา ชายเดี่ยว,"ATP Cincinnati, ABD Erkekler Tekler","ATP Cincinnati, Mỹ Đơn Nam",ATP辛辛那提站，美国，男单
29791,4,931,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022,American Family Insurance Championship 2022
76471,4,923,"PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships","PFL Europe 4, 2023 Championships"
123121,4,936,,,,,,,,,,,,,
42305,4,928,,,,,,,,,,,,,
78553,4,978,,,,,,,,,,,,,
66460,4,928,,,,,,,,,,,,,
32819,4,928,,,,,,,,,,,,,
5491,4,923,,"ATP Nur-Sultan, Kasachstan Männer Doppel","ATP Nur-Sultan, Kazakhstan Men Doubles","ATP Nur-Sultan, Kazajistán Dobles Masc.","Nur-Sultan, Kazakhstan Double Messieurs",ATP ヌルスルタン、カザフスタン 男子ダブル,"ATP 아스타나, 카자흐스탄 남자 복식","ATP Nur-Sultan, Cazaquistão Pares Masculinos","ATP Нур-Султан, Казахстан Мужчины Пары","ATP นูร์-ซุลตัน, คาซัคสถาน เมน ดับเบิ้ล","ATP Nur-Sultan, Kazakistan Çift Erkekler","ATP Nur-Sultan, Kazakhstan Men Doubles","ATP努爾-蘇丹, 哈萨克斯坦, 双打"
18490,4,928,"ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","Bendigo, Australie, Simple Messieurs","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendigo, Australia Men Singles","ATP Challenger Bendig, Avustralya Erkekler Tekler","ATP Challenger Bendigo, Úc Đơn Nam","ATP Challenger Bendigo, Australia Men Singles"
63309,4,978,,,,,,,,,,,,,
4343,4,943,,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition,Belgrade International Exhibition
50710,4,928,,,,,,,,,,,,,
111756,4,978,,,,,,,,,,,,,
56174,4,923,,,,,,,,,,,,,
6763,4,923,,Australian Open Mix Doppel,Australian Open Mixed Doubles,Open de Australia Dobles Mixto,"Open d'Australie, Double mixte",全豪オープン混合ダブル,호주 오픈 혼합 복식,Open da Austrália PX,"Открытый чемпионат Австралии, Микст Пары",ATP ออสเตรเลียน โอเพน มิกซ์ ดับเบิ้ล,Avustralya Açık Karışık Çiftler,Úc mở rộng Đôi Nam Nữ,ATP澳大利亚公开赛，混双
61183,4,978,,,,,,,,,,,,,
9777,4,928,"ATP Challenger Amersfoort, Netherlands Men Double","ATP Challenger Amersfoort Doppel Männer, NED","ATP Challenger Amersfoort, Netherlands Men Double","ATP Challenger Amersfoort, P. Bajos Dobles Masc.","Amersfoort, Pays-Bas, Double Messieurs",ATP チャレンジャー アメルスフォールト、オランダ男子ダブル,"ATP Challenger Amersfoort, Netherlands Men Double","ATP Challenger Amersfoort, Holanda, PM","ATP Challenger Amersfoort, Netherlands Men Double","ATP Challenger Amersfoort, Netherlands Men Double","ATP Challenger Amersfoort, Hollanda Çift Erkekler","Amersfoort, Hà Lan Đôi Nam",ATP挑战赛阿姆斯福特，荷兰，双打
14886,4,923,"ATP Stockholm, Sweden Men Singles","ATP Stockholm Einzel Männer, Schweden","ATP Stockholm, Sweden Men Singles","ATP Estocolmo, Suecia Indiv. Masc.","Stockholm, Suède, Simple Messieurs",ATP ストックホルム、スウェーデン男子シングルス,"ATP 스톡홀름, 스웨덴 남자 단식","ATP Estocolmo, Suécia SM","ATP Стокгольм, Швеция Мужчины Одиночный","ATP สตอกโฮล์ม, สวีเดน ผู้ชาย ซิงเกิ้ล","ATP Stockholm, İsveç Erkekler Tekler","ATP Stockholm, Thụy Điển Đơn Nam",ATP斯德哥尔摩站，瑞典，男单
4940,4,928,,"ATP Challenger Biella Einzel Männer, Italien","ATP Challenger Biella, Italy Men Singles","ATP Challenger Biella, Italia Individual Masculino","Biella, Italie, Simple Messieurs",ATP チャレンジャービエッラ、イタリア男子シングルス,"ATP Challenger Biella, Italy Men Singles","ATP Challenger Biella, Itália, SM","ATP Challenger Biella, Italy Men Singles","ATP Challenger Biella, Italy Men Singles","ATP Challenger Biella, İtalya Erkekler Tekler","ATP Challenger Biella, Ý Đơn Nam","ATP Challenger Biella, Italy Men Singles"
7111,4,923,"ATP Doha, Qatar Men Singles","ATP Doha Einzel Männer, Katar","ATP Doha, Qatar Men Singles","ATP Doha, Qatar Indiv. Masc.","Doha, Qatar, Simple Messieurs",ATP ドーハ、カタール男子シングルス,"ATP 도하, 카타르 남자 단식","ATP Doha, Qatar SM","ATP Доха, Катар Мужчины Одиночки","ATP ดอฮา, กาตาร์ ผู้ชาย ซิงเกิ้ล","ATP Doha, Katar Erkekler Tekler","ATP Doha, Qatar Đơn Nam",ATP多哈站，卡塔尔，男单
124021,4,978,,,,,,,,,,,,,
9292,4,928,"ATP Challenger Porto, Portugal Men Singles","ATP Challenger Porto, Portugal Men Singles","ATP Challenger Porto, Portugal Men Singles","ATP Challenger Oporto, Portugal Indiv. Masc.","Porto, Portugal, Simple Messieurs",ATP チャレンジャーポルト、ポルトガル男子シングルス,"ATP Challenger Porto, Portugal Men Singles","ATP Challenger Porto, Portugal SM","ATP Challenger Porto, Portugal Men Singles","ATP Challenger Porto, Portugal Men Singles","ATP Challenger Porto, Portekiz Erkekler Tekler","ATP Challenger Porto, Bồ Đào Nha Đơn Nam","ATP Challenger Porto, Portugal Men Singles"
13546,4,928,"ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles","ATP Challenger Napoli 2, Italy Men Singles"
8476,4,936,"WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles","WTA Belgrade, Serbia Women Doubles"
47673,4,978,,,,,,,,,,,,,
5873,4,978,,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon,SRL Fall Invitational Lisbon
7123,4,936,"WTA Dubai, UAE Women Singles","WTA Dubai Einzel Frauen, VAE","WTA Dubai, UAE Women Singles","WTA Dubái, EAU Indiv. Fem.","Dubaï, EAU, Simple Dames",WTA ドバイ、UAE 女子シングルス,"WTA 두바이, 아랍에미레이츠 여자 단식","WTA Dubai, EAU Singulares Femininos","WTA Дубай, ОАЭ Женщины Одиночки","WTA ดูไบ, สหรัฐอาหรับเอมิเรตส์ วูเมน ซิงเกิ้ล","WTA Dubai, BAE Kadınlar Tekler","WTA Dubai, UAE Đơn Nữ",WTA迪拜，阿联酋，单打
13863,4,936,"WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles","WTA Tenerife, İspanya Tek Kadınlar","WTA Tenerife, Spain Women Singles","WTA Tenerife, Spain Women Singles"
30049,4,2,,,,,,,,,,,,,
91929,4,978,,,,,,,,,,,,,
37062,4,928,,,,,,,,,,,,,
99316,4,978,"ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF Ireland F1, Men Doubles","ITF İrlanda F1, Erkekler Çiftler","ITF Ai-len F1, Đôi Nam","ITF Ireland F1, Men Doubles"
18638,4,928,"ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","Bendigo, Australie, Double Messieurs","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendigo, Australia Men Double","ATP Challenger Bendig, Avustralya Erkekler Çiftler","ATP Challenger Bendigo, Úc Đôi Nam","ATP Challenger Bendigo, Australia Men Double"
